央視頻道,#genre#
美国MoreMax,http://162.245.218.221/UBlive.php?id=1176
美国Hallmark Channel,http://162.245.218.221/UBlive.php?id=1177
美国Hallmark Drama,http://162.245.218.221/UBlive.php?id=1178
美国Hallmark Movie,http://162.245.218.221/UBlive.php?id=1179
美国TCM,http://162.245.218.221/UBlive.php?id=1180
美国Starz in Black,http://162.245.218.221/UBlive.php?id=1181
美国ESPN 1,http://162.245.218.221/UBlive.php?id=1182
美国ESPN 2,http://162.245.218.221/UBlive.php?id=1183
美国NBC Sport,http://162.245.218.221/UBlive.php?id=1184
美国NBA TV US,http://162.245.218.221/UBlive.php?id=1185
美国Fox Sport 1,http://162.245.218.221/UBlive.php?id=1186
美国Fox Sport 2,http://162.245.218.221/UBlive.php?id=1187
美国Tennis,http://162.245.218.221/UBlive.php?id=1188
美国NFL Network,http://162.245.218.221/UBlive.php?id=1189
美国Golf,http://162.245.218.221/UBlive.php?id=1190
美国WWE,http://162.245.218.221/UBlive.php?id=1191
美国UFC PASS,http://162.245.218.221/UBlive.php?id=1192
美国Willow,http://162.245.218.221/UBlive.php?id=1193
美国NHL Network,http://162.245.218.221/UBlive.php?id=1194
美国Bein Sports USA,http://162.245.218.221/UBlive.php?id=1195
美国ESPN U,http://162.245.218.221/UBlive.php?id=1196
美国Big Ten Network,http://162.245.218.221/UBlive.php?id=1197
美国Discovery Channel,http://162.245.218.221/UBlive.php?id=1198
美国Motor Trend,http://162.245.218.221/UBlive.php?id=1199
美国National Geographic,http://162.245.218.221/UBlive.php?id=1200
美国Nat Geo Wild,http://162.245.218.221/UBlive.php?id=1201
美国Investigation Discovery US,http://162.245.218.221/UBlive.php?id=1202
美国Animal Planet,http://162.245.218.221/UBlive.php?id=1203
美国History,http://162.245.218.221/UBlive.php?id=1204
美国SMITHSONIAN,http://162.245.218.221/UBlive.php?id=1205
美国TLC,http://162.245.218.221/UBlive.php?id=1206
美国Science,http://162.245.218.221/UBlive.php?id=1207
美国Disney,http://162.245.218.221/UBlive.php?id=1208
美国Disney XD,http://162.245.218.221/UBlive.php?id=1209
美国Disney Junior,http://162.245.218.221/UBlive.php?id=1210
美国Cartoon Network US,http://162.245.218.221/UBlive.php?id=1211
美国Nickelodeon US,http://162.245.218.221/UBlive.php?id=1212
美国Nick Junior,http://162.245.218.221/UBlive.php?id=1213
美国Boomerang,http://162.245.218.221/UBlive.php?id=1214
美国Universal Kids,http://162.245.218.221/UBlive.php?id=1215
美国ABC,http://162.245.218.221/UBlive.php?id=1216
美国NBC,http://162.245.218.221/UBlive.php?id=1217
美国FOX,http://162.245.218.221/UBlive.php?id=1218
美国CBS,http://162.245.218.221/UBlive.php?id=1219
美国CW,http://162.245.218.221/UBlive.php?id=1220
美国SYFY,http://162.245.218.221/UBlive.php?id=1221
美国E!,http://162.245.218.221/UBlive.php?id=1222
美国Comedy Central,http://162.245.218.221/UBlive.php?id=1223
美国TNT US,http://162.245.218.221/UBlive.php?id=1224
美国Bravo US,http://162.245.218.221/UBlive.php?id=1225
美国LifeTime US,http://162.245.218.221/UBlive.php?id=1226
美国Arts and Entertainment,http://162.245.218.221/UBlive.php?id=1227
美国AMC,http://162.245.218.221/UBlive.php?id=1228
美国WE TV,http://162.245.218.221/UBlive.php?id=1229
美国USA Network,http://162.245.218.221/UBlive.php?id=1230
美国BET,http://162.245.218.221/UBlive.php?id=1231
美国Lifetime Movie Network,http://162.245.218.221/UBlive.php?id=1232
美国VH-1,http://162.245.218.221/UBlive.php?id=1233
美国TBS,http://162.245.218.221/UBlive.php?id=1234
美国OWN US,http://162.245.218.221/UBlive.php?id=1235
美国GSN,http://162.245.218.221/UBlive.php?id=1236
美国HGTV US,http://162.245.218.221/UBlive.php?id=1237
美国Cooking Channel,http://162.245.218.221/UBlive.php?id=1238
美国MTV US,http://162.245.218.221/UBlive.php?id=1239
美国FYI,http://162.245.218.221/UBlive.php?id=1240
美国BabyTV,http://162.245.218.221/UBlive.php?id=1241
美国TVB1,http://162.245.218.221/UBlive.php?id=1242
美国TVB DRAMA,http://162.245.218.221/UBlive.php?id=1243
美国TVBJ1,http://162.245.218.221/UBlive.php?id=1244
美国TVBE,http://162.245.218.221/UBlive.php?id=1245
美国NOWTV,http://162.245.218.221/UBlive.php?id=1246
美国CNN USA,http://162.245.218.221/UBlive.php?id=1102
美国FOX,http://162.245.218.221/UBlive.php?id=1103
美国MSNBC,http://162.245.218.221/UBlive.php?id=1104
美国The Weather,http://162.245.218.221/UBlive.php?id=1105
美国CNBC,http://162.245.218.221/UBlive.php?id=1106
美国Bloomberg,http://162.245.218.221/UBlive.php?id=1107
美国Fox Business,http://162.245.218.221/UBlive.php?id=1108
美国HBO Comedy,http://162.245.218.221/UBlive.php?id=1109
美国HBO1US,http://162.245.218.221/UBlive.php?id=1110
美国HBO2US,http://162.245.218.221/UBlive.php?id=1111
美国HBO Signature,http://162.245.218.221/UBlive.php?id=1112
美国HBO Family,http://162.245.218.221/UBlive.php?id=1113
美国ShowTime 1,http://162.245.218.221/UBlive.php?id=1114
美国ShowTime 2,http://162.245.218.221/UBlive.php?id=1115
美国ShowCase US,http://162.245.218.221/UBlive.php?id=1116
美国Starz,http://162.245.218.221/UBlive.php?id=1117
美国Starz Comedy,http://162.245.218.221/UBlive.php?id=1118
美国Starz Edge,http://162.245.218.221/UBlive.php?id=1119
美国Starz Kids Family,http://162.245.218.221/UBlive.php?id=1120
美国Starz Encore,http://162.245.218.221/UBlive.php?id=1121
美国Starz Encore Westerns,http://162.245.218.221/UBlive.php?id=1122
美国Cinemax,http://162.245.218.221/UBlive.php?id=1123
美国-30A TV,http://162.245.218.221/UBlive.php?id=1052
美国-American Horrors,http://162.245.218.221/UBlive.php?id=1054
美国-Atlanta,http://162.245.218.221/UBlive.php?id=1055
美国-Panama City,http://162.245.218.221/UBlive.php?id=1056
美国-Pawleys Island,http://162.245.218.221/UBlive.php?id=1057
美国-Bloomberg Television,,http://162.245.218.221/UBlive.php?id=1058
美国-HBO Comedy East,http://162.245.218.221/UBlive.php?id=269
美国-BET,http://162.245.218.221/UBlive.php?id=270
美国-HBO East,http://162.245.218.221/UBlive.php?id=271
美国-HBO Signature,http://162.245.218.221/UBlive.php?id=272
美国-HBO Zone East,http://162.245.218.221/UBlive.php?id=273
美国-HGTV-,http://162.245.218.221/UBlive.php?id=274
美国-HISTORY,http://162.245.218.221/UBlive.php?id=275
美国-GOD TV,http://162.245.218.221/UBlive.php?id=276
美国-Box Nation,http://162.245.218.221/UBlive.php?id=277
美国-Big Ten Network,http://162.245.218.221/UBlive.php?id=278
美国-Sec Network,http://162.245.218.221/UBlive.php?id=279
美国-NFL RedZone,http://162.245.218.221/UBlive.php?id=280
美国-NESN,http://162.245.218.221/UBlive.php?id=281
美国-Tennis,http://162.245.218.221/UBlive.php?id=282
美国-UFC Network,http://162.245.218.221/UBlive.php?id=283
美国-TNT,http://162.245.218.221/UBlive.php?id=284
美国-NAT-GEO,http://162.245.218.221/UBlive.php?id=285
美国-MTV,http://162.245.218.221/UBlive.php?id=286
加拿大,#genre#
加拿大-CP 24 Canada,http://162.245.218.221/UBlive.php?id=1247
加拿大-CBC News,http://162.245.218.221/UBlive.php?id=1248
加拿大-CTV News,http://162.245.218.221/UBlive.php?id=1249
加拿大-Business Network News,http://162.245.218.221/UBlive.php?id=1250
加拿大-The Weather Network,http://162.245.218.221/UBlive.php?id=1251
加拿大-CBC,http://162.245.218.221/UBlive.php?id=1252
加拿大-CTV,http://162.245.218.221/UBlive.php?id=1253
加拿大-Global,http://162.245.218.221/UBlive.php?id=1254
加拿大-City,http://162.245.218.221/UBlive.php?id=1255
加拿大-CHCH,http://162.245.218.221/UBlive.php?id=1256
加拿大-CTV 2,http://162.245.218.221/UBlive.php?id=1257
加拿大-OMNI 1,http://162.245.218.221/UBlive.php?id=1258
加拿大-OMNI 2,http://162.245.218.221/UBlive.php?id=1259
加拿大-TVO,http://162.245.218.221/UBlive.php?id=1260
加拿大-Discovery Canada,http://162.245.218.221/UBlive.php?id=1261
加拿大-TLC Canada,http://162.245.218.221/UBlive.php?id=1262
加拿大-Love Nature,http://162.245.218.221/UBlive.php?id=1263
加拿大-Food Network Cabada,http://162.245.218.221/UBlive.php?id=1265
加拿大-Cooking Channel Canada,http://162.245.218.221/UBlive.php?id=1266
加拿大-CTV Comedy,http://162.245.218.221/UBlive.php?id=1267
加拿大-CTV Sci-Fi,http://162.245.218.221/UBlive.php?id=1268
加拿大-Crave 1,http://162.245.218.221/UBlive.php?id=1269
加拿大-Crave 2,http://162.245.218.221/UBlive.php?id=1270
加拿大-Crave 3,http://162.245.218.221/UBlive.php?id=1271
加拿大-Crave 4,http://162.245.218.221/UBlive.php?id=1272
加拿大-TSN 2,http://162.245.218.221/UBlive.php?id=1274
加拿大-TSN 1,http://162.245.218.221/UBlive.php?id=1273
加拿大-TSN 3,http://162.245.218.221/UBlive.php?id=1275
加拿大-TSN 4,http://162.245.218.221/UBlive.php?id=1276
加拿大-TSN 5,http://162.245.218.221/UBlive.php?id=1277
加拿大-SportNet ON,http://162.245.218.221/UBlive.php?id=1278
加拿大-SportNet One,http://162.245.218.221/UBlive.php?id=1279
加拿大-SportNet World,http://162.245.218.221/UBlive.php?id=1280
加拿大-SportNet 360,http://162.245.218.221/UBlive.php?id=1281
加拿大-NBA CA,http://162.245.218.221/UBlive.php?id=1282
加拿大-TreeHouse,http://162.245.218.221/UBlive.php?id=1283
加拿大-Teletoon,http://162.245.218.221/UBlive.php?id=1284
加拿大-YTV,http://162.245.218.221/UBlive.php?id=1285
加拿大-新时代东部,http://162.245.218.221/UBlive.php?id=1286
加拿大-新时代西部,http://162.245.218.221/UBlive.php?id=1287
加拿大-城市电视,http://162.245.218.221/UBlive.php?id=1289
加拿大-新时代2,http://162.245.218.221/UBlive.php?id=1288
印度,#genre#
印度DD News,http://162.245.218.221/UBlive.php?id=463
印度HBO,http://162.245.218.221/UBlive.php?id=464
印度ZeeNews,http://162.245.218.221/UBlive.php?id=465
印度TEN1,http://162.245.218.221/UBlive.php?id=466
印度TEN2,http://162.245.218.221/UBlive.php?id=467
印度TEN3,http://162.245.218.221/UBlive.php?id=468
印度And Pictures,http://162.245.218.221/UBlive.php?id=469
印度Colors,http://162.245.218.221/UBlive.php?id=470
印度NDTV,http://162.245.218.221/UBlive.php?id=471
印度Zee Tamil,http://162.245.218.221/UBlive.php?id=472
印度India TV,http://162.245.218.221/UBlive.php?id=473
印度Sony Mix,http://162.245.218.221/UBlive.php?id=474
印度Sony Sab,http://162.245.218.221/UBlive.php?id=475
印度Star Movies,http://162.245.218.221/UBlive.php?id=478
印度Star Plus,http://162.245.218.221/UBlive.php?id=479
印度Zee Marathi,http://162.245.218.221/UBlive.php?id=480
印度Zee Studio,http://162.245.218.221/UBlive.php?id=481
印度Zee TV,http://162.245.218.221/UBlive.php?id=482
印度Sony,http://162.245.218.221/UBlive.php?id=483
印度Zee Cinema,http://162.245.218.221/UBlive.php?id=484
印度Zee Classic,http://162.245.218.221/UBlive.php?id=485
印度Tv9 Bharatvarsh,http://162.245.218.221/UBlive.php?id=1125
韩国,#genre#
韩国TVN MOVIE,http://162.245.218.221/UBlive.php?id=1082
韩国-YTN Science,http://162.245.218.221/UBlive.php?id=1092
韩国-EBS 2,http://162.245.218.221/UBlive.php?id=1093
韩国-EBS Kids,http://162.245.218.221/UBlive.php?id=1094
韩国-EBS English,http://162.245.218.221/UBlive.php?id=1095
韩国-EBSPlus 1,http://162.245.218.221/UBlive.php?id=1096
韩国-EBSPlus 2,http://162.245.218.221/UBlive.php?id=1097
韩国-EBS1,http://162.245.218.221/UBlive.php?id=1098
韩国-UBC SBS,http://162.245.218.221/UBlive.php?id=1099
韩国-KTV,http://162.245.218.221/UBlive.php?id=1100
韩国-SBS Star,http://162.245.218.221/UBlive.php?id=1101
韩国-YTN,http://162.245.218.221/UBlive.php?id=1061
韩国-KBS Dram,http://162.245.218.221/UBlive.php?id=1062
韩国-NGC,http://162.245.218.221/UBlive.php?id=1064
韩国-??TV,http://162.245.218.221/UBlive.php?id=1065
韩国-SBS??,http://162.245.218.221/UBlive.php?id=486
韩国-SBS Sports,http://162.245.218.221/UBlive.php?id=487
韩国-OCN,http://162.245.218.221/UBlive.php?id=488
韩国-iNet,http://162.245.218.221/UBlive.php?id=490
韩国-????,http://162.245.218.221/UBlive.php?id=492
韩国-半島国際新聞,http://162.245.218.221/UBlive.php?id=494
韩国-OCNMOVIES,http://162.245.218.221/UBlive.php?id=1020
韩国-KBS joy,http://162.245.218.221/UBlive.php?id=1154
韩国-Tconvers,http://162.245.218.221/UBlive.php?id=1134
韩国-Mnet,http://162.245.218.221/UBlive.php?id=1136
韩国-KBS2,http://162.245.218.221/UBlive.php?id=250
韩国-KBS1,http://162.245.218.221/UBlive.php?id=174
韩国-MBC,http://162.245.218.221/UBlive.php?id=251
韩国-SBS,http://162.245.218.221/UBlive.php?id=252
韩国-JTBC,http://162.245.218.221/UBlive.php?id=253
韩国-SBS FUNE,http://162.245.218.221/UBlive.php?id=254
韩国-SBS CNBC,http://162.245.218.221/UBlive.php?id=255
韩国-CNTV,http://162.245.218.221/UBlive.php?id=256
韩国-MBN,http://162.245.218.221/UBlive.php?id=257
韩国-Channel A,http://162.245.218.221/UBlive.php?id=258
公众号盒子软件汇,http://162.245.218.221/UBlive.php?id=261
韩国-SBS PLus,http://162.245.218.221/UBlive.php?id=262
韩国-KBSN???,http://162.245.218.221/UBlive.php?id=264
韩国-MBC???+,http://162.245.218.221/UBlive.php?id=265
韩国-Spotv,http://162.245.218.221/UBlive.php?id=266
韩国-Spotv2,http://162.245.218.221/UBlive.php?id=267
韩国-JTBC??,http://162.245.218.221/UBlive.php?id=268
韩国-MBCevery1,http://162.245.218.221/UBlive.php?id=476
日本台,#genre#
日本-NHK World,http://162.245.218.221/UBlive.php?id=117
日本-NTV,http://162.245.218.221/UBlive.php?id=119
日本-NHKE,http://162.245.218.221/UBlive.php?id=120
日本-NHK-G,http://162.245.218.221/UBlive.php?id=121
日本-tvtokyo,http://162.245.218.221/UBlive.php?id=123
日本-TBS,http://162.245.218.221/UBlive.php?id=124
日本-大阪TV,http://162.245.218.221/UBlive.php?id=126
日本-ABC朝日,http://162.245.218.221/UBlive.php?id=127
日本-bs1,http://162.245.218.221/UBlive.php?id=128
日本-jsport1,http://162.245.218.221/UBlive.php?id=129
日本-jsport2,http://162.245.218.221/UBlive.php?id=130
日本-jsport3,http://162.245.218.221/UBlive.php?id=131
日本-jsport4,http://162.245.218.221/UBlive.php?id=132
日本-wowo1,http://162.245.218.221/UBlive.php?id=133
日本-wowo2,http://162.245.218.221/UBlive.php?id=134
日本-wowo3,http://162.245.218.221/UBlive.php?id=135
日本-STAR1,http://162.245.218.221/UBlive.php?id=136
日本-STAR2,http://162.245.218.221/UBlive.php?id=137
日本-STAR3,http://162.245.218.221/UBlive.php?id=138
日本-animax,http://162.245.218.221/UBlive.php?id=139
日本-Green,http://162.245.218.221/UBlive.php?id=140
日本-読売テレビ,http://162.245.218.221/UBlive.php?id=198
日本-毎日放送,http://162.245.218.221/UBlive.php?id=199
日本-関西テレビ,http://162.245.218.221/UBlive.php?id=235
日本-テレビ朝日,http://162.245.218.221/UBlive.php?id=237
日本-BSプレミアム,http://162.245.218.221/UBlive.php?id=238
日本-BSプレミアム,http://162.245.218.221/UBlive.php?id=239
日本-BS日テレ,http://162.245.218.221/UBlive.php?id=240
日本-BS朝日,http://162.245.218.221/UBlive.php?id=241
日本-BS-TBS,http://162.245.218.221/UBlive.php?id=242
日本-BSテレビ東京,http://162.245.218.221/UBlive.php?id=243
日本-BS-FUJI,http://162.245.218.221/UBlive.php?id=244
日本-GREEN,http://162.245.218.221/UBlive.php?id=245
日本-SKY A,http://162.245.218.221/UBlive.php?id=247
日本-Golf Network,http://162.245.218.221/UBlive.php?id=249
日本-Tokyo MX1,http://162.245.218.221/UBlive.php?id=33
日本-Japan Channel DX,http://162.245.218.221/UBlive.php?id=39
日本-NTV News24,http://162.245.218.221/UBlive.php?id=42
日本-時代劇の専門家,http://162.245.218.221/UBlive.php?id=287
日本-MUSIC JAPAN,http://162.245.218.221/UBlive.php?id=288
日本-KIDS,http://162.245.218.221/UBlive.php?id=289
日本-Discovery,http://162.245.218.221/UBlive.php?id=290
日本-衛星劇場,http://162.245.218.221/UBlive.php?id=298
越南台,#genre#
越南-THHN,http://162.245.218.221/UBlive.php?id=1290
越南-LA34,http://162.245.218.221/UBlive.php?id=1291
越南-THGL,http://162.245.218.221/UBlive.php?id=1292
越南-PTP,http://162.245.218.221/UBlive.php?id=1293
越南-QRT,http://162.245.218.221/UBlive.php?id=1294
越南-THBT,http://162.245.218.221/UBlive.php?id=1295
越南-KonTumTV,http://162.245.218.221/UBlive.php?id=1296
越南-BPTV1,http://162.245.218.221/UBlive.php?id=1297
越南-BPTV2,http://162.245.218.221/UBlive.php?id=1298
越南-VITV,http://162.245.218.221/UBlive.php?id=1299
越南-ANTV,http://162.245.218.221/UBlive.php?id=1300
越南-ANTV,http://162.245.218.221/UBlive.php?id=1301
越南-HBTV,http://162.245.218.221/UBlive.php?id=1302
越南-KienGiangTV,http://162.245.218.221/UBlive.php?id=1309
越南-KienGiangTV1,http://162.245.218.221/UBlive.php?id=1310
越南-AnGiangTV,http://162.245.218.221/UBlive.php?id=1311
越南-ANTV,http://162.245.218.221/UBlive.php?id=1312
越南-BenTreTV,http://162.245.218.221/UBlive.php?id=1313
越南-BinhPhuocTV1,http://162.245.218.221/UBlive.php?id=1314
越南-BinhPhuocTV2,http://162.245.218.221/UBlive.php?id=1315
越南-Da Nang TV1,http://162.245.218.221/UBlive.php?id=1316
越南-DakLakTV,http://162.245.218.221/UBlive.php?id=1317
越南-KhanhHoaTV,http://162.245.218.221/UBlive.php?id=1318
越南-KienGiangTV,http://162.245.218.221/UBlive.php?id=1319
越南-KienGiangTV1,http://162.245.218.221/UBlive.php?id=1320
越南-PhuYenTV,http://162.245.218.221/UBlive.php?id=1323
越南-QuangNamTV,http://162.245.218.221/UBlive.php?id=1324
越南-KonTumTV,http://162.245.218.221/UBlive.php?id=1325
越南-LongAnTV,http://162.245.218.221/UBlive.php?id=1321
越南-NhanDanTV,http://162.245.218.221/UBlive.php?id=1322
泰国-Thai PBS,http://162.245.218.221/UBlive.php?id=1047
泰国台,#genre#
泰国-NBT,http://162.245.218.221/UBlive.php?id=1048
泰国-DDTV,http://162.245.218.221/UBlive.php?id=1138
泰国-Thairath TV,http://162.245.218.221/UBlive.php?id=1139
泰国-ChanneL8,http://162.245.218.221/UBlive.php?id=1140
